title,releaseDate,productionCompany
The Mole Agent,2020-01-25,Sundance Institute
The Mole Agent,2020-01-25,ITVS
The Mole Agent,2020-01-25,Micromundo Productions
The Mole Agent,2020-01-25,Motto Pictures
The Mole Agent,2020-01-25,Sutor Kolonko
The Mole Agent,2020-01-25,Voyla Films
The Mole Agent,2020-01-25,Malvalanda
The Mole Agent,2020-01-25,SWR
Time,2020-01-25,Concordia Studio
Time,2020-01-25,The New York Times
Time,2020-01-25,Outer Piece
Time,2020-01-25,Hedgehog Films
Colette,2020-02-16,Time Travel Unlimited
Colette,2020-02-16,Oculus
Colette,2020-02-16,Respawn Entertainment
A Concerto Is a Conversation,2021-01-28,Breakwater Studios
A Love Song for Latasha,1999-09-19,Black Dreams LLC
Two Distant Strangers,2020-11-20,Dirty Robber
Two Distant Strangers,2020-11-20,NowThis
Two Distant Strangers,2020-11-20,Six Feet Over
Feeling Through,2019-12-03,Doug Roland Films
Feeling Through,2019-12-03,Giant Hunter Media
The Letter Room,2020-11-09,Dutch Tilt Film
The Letter Room,2020-11-09,Mad Gene Productions
The Letter Room,2020-11-09,Goldcrest Post
The Letter Room,2020-11-09,Inspire Entertainment
The Letter Room,2020-11-09,Topic
The Present,2020-02-02,Philistine Films
If Anything Happens I Love You,2020-11-20,Gilbert Films
If Anything Happens I Love You,2020-11-20,Oh Good Productions
Burrow,2020-12-25,Pixar Animation Studios
Da 5 Bloods,2020-06-12,40 Acres and a Mule Filmworks
Da 5 Bloods,2020-06-12,Rahway Road
Da 5 Bloods,2020-06-12,Lloyd Levin/Beatriz Levin Production
News of the World,2020-12-25,Universal Pictures
News of the World,2020-12-25,Perfect World Pictures
News of the World,2020-12-25,Playtone
News of the World,2020-12-25,Pretty Pictures
Eurovision Song Contest:The Story of Fire Saga,2020-06-26,Gary Sanchez Productions
Eurovision Song Contest:The Story of Fire Saga,2020-06-26,Gloria Sanchez Productions
Eurovision Song Contest:The Story of Fire Saga,2020-06-26,European Broadcasting Union
The Life Ahead,2020-11-06,Palomar
The Life Ahead,2020-11-06,Impact Partners
The Life Ahead,2020-11-06,Artemis Rising
The Life Ahead,2020-11-06,Another Chance Productions
The Life Ahead,2020-11-06,Foothills Productions
Greyhound,2020-07-10,Sony Pictures Entertainment
Greyhound,2020-07-10,Stage 6 Films
Greyhound,2020-07-10,FilmNation Entertainment
Greyhound,2020-07-10,Bron Creative
Greyhound,2020-07-10,Zhengfu Pictures
Greyhound,2020-07-10,Playtone
Greyhound,2020-07-10,Sycamore Pictures
Tenet,2020-08-26,Syncopy Inc.
Emma.,2020-02-14,Perfect World Pictures
Emma.,2020-02-14,Working Title Films
Emma.,2020-02-14,Blueprint Pictures
Pinocchio,2019-12-19,Archimede Film
Pinocchio,2019-12-19,Rai Cinema
Pinocchio,2019-12-19,Le Pacte
Pinocchio,2019-12-19,Recorded Picture Company
Mulan,2020-03-09,Walt Disney Pictures
Mulan,2020-03-09,Jason T. Reed Productions
Mulan,2020-03-09,Good Fear Productions
Love and Monsters,2020-10-16,21 Laps Entertainment
Love and Monsters,2020-10-16,eOne Films
The Midnight Sky,2020-12-11,Smokehouse Pictures
The Midnight Sky,2020-12-11,Anonymous Content
The One and Only Ivan,2020-08-21,Walt Disney Pictures
The One and Only Ivan,2020-08-21,Jolie Pas Productions
CODA,2021-01-28,Vendôme Pictures
CODA,2021-01-28,Pathé
Belfast,2021-09-02,Northern Ireland Screen TKBC
Don't Look Up,2021-12-05,Columbia Pictures
Don't Look Up,2021-12-05,Eccentric Pictures
Don't Look Up,2021-12-05,Feigco Entertainment
Don't Look Up,2021-12-05,Working Title
Drive My Car,2021-07-11,C&I Entertainment
Drive My Car,2021-07-11,Culture Entertainment
Drive My Car,2021-07-11,Bitters End
Drive My Car,2021-07-11,Nekojarashi
Drive My Car,2021-07-11,Quaras
Drive My Car,2021-07-11,Nippon Shuppan Hanbai
Drive My Car,2021-07-11,Bungeishunjū
Drive My Car,2021-07-11,L'Espace Vision
Drive My Car,2021-07-11,The Asahi Shimbun Company
Dune,2021-09-03,Legendary Pictures
King Richard,2021-09-02,Westbrook Studios
King Richard,2021-09-02,Star Thrower Entertainment
King Richard,2021-09-02,Keepin' It Reel
Licorice Pizza,2021-11-26,Metro-Goldwyn-Mayer Pictures
Licorice Pizza,2021-11-26,Focus Features
Licorice Pizza,2021-11-26,Bron Creative
Licorice Pizza,2021-11-26,Ghoulardi Film Company
Nightmare Alley,2021-12-01,Double Dare You Productions
The Power of the Dog,2021-09-02,New Zealand Film Commission
The Power of the Dog,2021-09-02,Cross City Films
The Power of the Dog,2021-09-02,BBC Film
The Power of the Dog,2021-09-02,See-Saw Films
The Power of the Dog,2021-09-02,Bad Girl Creek
The Power of the Dog,2021-09-02,Max Films
The Power of the Dog,2021-09-02,Brightstar
West Side Story,2021-11-29,Amblin Entertainment
West Side Story,2021-11-29,TSG Entertainment
Being the Ricardos,2021-12-07,Amazon Studios
Being the Ricardos,2021-12-07,Escape Artists
Being the Ricardos,2021-12-07,Big Indie Pictures
"Tick, Tick... Boom!",2021-11-10,Imagine Entertainment
"Tick, Tick... Boom!",2021-11-10,5000 Broadway Productions
The Tragedy of Macbeth,2021-09-24,A24
The Tragedy of Macbeth,2021-09-24,IAC Films
The Eyes of Tammy Faye,2021-09-12,TSG Entertainment
The Eyes of Tammy Faye,2021-09-12,Freckle Films
The Eyes of Tammy Faye,2021-09-12,MWM Studios
The Eyes of Tammy Faye,2021-09-12,Semi-Formal Productions
The Lost Daughter,2021-09-03,Endeavor Content
The Lost Daughter,2021-09-03,Pie Films
The Lost Daughter,2021-09-03,Samuel Marshall Productions
The Lost Daughter,2021-09-03,In the Current
The Lost Daughter,2021-09-03,Faliro House Productions
Parallel Mothers,2021-09-01,El Deseo
Parallel Mothers,2021-09-01,Remotamente Films AIE
Spencer,2021-09-03,Komplizen Film
Spencer,2021-09-03,Fabula
Spencer,2021-09-03,Shoebox Films
Spencer,2021-09-03,FilmNation Entertainment
The Worst Person in the World,2021-07-08,Oslo Pictures
The Worst Person in the World,2021-07-08,MK Productions
The Worst Person in the World,2021-07-08,Film i Väst
The Worst Person in the World,2021-07-08,Snowglobe
The Worst Person in the World,2021-07-08,B-Reel Films
Encanto,2021-11-03,Walt Disney Animation Studios
Flee,2021-01-28,Vice Studios
Flee,2021-01-28,RYOT Films
Flee,2021-01-28,Left Handed Films
Flee,2021-01-28,Final Cut for Real
Flee,2021-01-28,Sun Creature Studio
Flee,2021-01-28,Arte
Flee,2021-01-28,Danish Film Institute
Flee,2021-01-28,Swedish Film Institute
Flee,2021-01-28,SVT
Flee,2021-01-28,Norwegian Film Institute
Flee,2021-01-28,Creative Europe
Flee,2021-01-28,Movistar Plus
Flee,2021-01-28,CNC
Flee,2021-01-28,Fritt Ord
Luca,2021-06-13,Pixar Animation Studios
The Mitchells vs. the Machines,2021-04-23,Columbia Pictures
The Mitchells vs. the Machines,2021-04-23,Sony Pictures Animation
The Mitchells vs. the Machines,2021-04-23,Lord Miller Productions
The Mitchells vs. the Machines,2021-04-23,One Cool Films
Raya and the Last Dragon,2021-03-05,Walt Disney Animation Studios
The Hand of God,2021-09-02,The Apartment Pictures
Lunana: A Yak in the Classroom,2019-10-05,Dangphu Dingphu:a 3 pigs Production
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,Onyx Collective
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,Concordia Studio
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,Play/Action Pictures
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,LarryBilly Productions
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,Mass Distraction Media
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,RadicalMedia
"Summer of Soul (...or, When the Revolution Could Not Be Televised)",2021-01-28,Vulcan Productions
Ascension,2021-06-12,XTR
Ascension,2021-06-12,Firelight Media
Ascension,2021-06-12,Field of Vision
Ascension,2021-06-12,Cinereach
Ascension,2021-06-12,Chicken & Egg Pictures
Ascension,2021-06-12,The Sundance Institute
Ascension,2021-06-12,San Francisco Film Society
Attica,2021-09-09,Showtime Documentary Films
Attica,2021-09-09,Firelight Films
Attica,2021-09-09,Topic Studios
Writing With Fire,2021-01-30,Black Ticket Films
The Queen of Basketball,2021-06-10,Breakwater Studios
Audible,2021-07-01,Film 45
Audible,2021-07-01,Vision Film Company
Lead Me Home,2021-11-30,Actual Films
Three Songs for Benazir,2021-06-06,Mirzaei Films
When We Were Bullies,2021-01-28,Locomotion Films
When We Were Bullies,2021-01-28,Stefilm International
When We Were Bullies,2021-01-28,Arte Deutschland TV
When We Were Bullies,2021-01-28,ZDF
Ala Kachuu – Take and Run,1999-09-19,Filmgerberei
The Dress,2020-06-02,Warsaw Film School Dobro Głośno Polish Film Institute
On My Mind,2021-07-10,Benzona Film M&M Productions
The Windshield Wiper,2021-07-13,Pastel Productions Leo Sanchez Studio Pinkman TV Many Enterprises
Affairs of the Art,2021-01-31,Beryl Productions International Ltd. The National Film Board of Canada
Bestia,2021-06-14,Maleza Studio Trébol 3
Boxballet,2021-06-14,CTB
Boxballet,2021-06-14,Melnitsa Animation Studio
Robin Robin,2021-11-24,Aardman Animations
No Time to Die,2021-09-28,Metro-Goldwyn-Mayer
No Time to Die,2021-09-28,Eon Productions
Four Good Days,2020-01-25,Indigenous Media
Four Good Days,2020-01-25,Oakhurst Entertainment
Four Good Days,2020-01-25,Productivity Media
Coming 2 America,2021-03-05,Paramount Pictures
Coming 2 America,2021-03-05,New Republic Pictures
Coming 2 America,2021-03-05,Eddie Murphy Productions
Coming 2 America,2021-03-05,Misher Films
Cruella,2021-05-18,Walt Disney Pictures
Cruella,2021-05-18,Marc Platt Productions
Cruella,2021-05-18,Gunn Films
House of Gucci,2021-11-09,Metro-Goldwyn-Mayer Pictures
House of Gucci,2021-11-09,Bron Creative
House of Gucci,2021-11-09,Scott Free Productions
Cyrano,2021-09-02,Metro-Goldwyn-Mayer Pictures
Cyrano,2021-09-02,Bron Creative
Cyrano,2021-09-02,Working Title Films
Free Guy,2021-08-10,Berlanti Productions
Free Guy,2021-08-10,21 Laps Entertainment
Free Guy,2021-08-10,Maximum Effort
Free Guy,2021-08-10,Lit Entertainment Group
Free Guy,2021-08-10,TSG Entertainment
Shang-Chi and the Legendof the Ten Rings,2021-08-16,Marvel Studios
Spider-Man: No Way Home,2021-12-13,Columbia Pictures
Spider-Man: No Way Home,2021-12-13,Marvel Studios
Spider-Man: No Way Home,2021-12-13,Pascal Pictures
Everything Everywhere All at Once,2022-03-11,A24
Everything Everywhere All at Once,2022-03-11,IAC Films
Everything Everywhere All at Once,2022-03-11,Gozie AGBO
Everything Everywhere All at Once,2022-03-11,Year of the Rat
Everything Everywhere All at Once,2022-03-11,Ley Line Entertainment
All Quiet on the Western Front,2022-09-12,Amusement Park
Avatar: The Way of Water,2022-12-06,TSG Entertainment
Avatar: The Way of Water,2022-12-06,Lightstorm Entertainment
The Banshees of Inisherin,2022-09-05,Blueprint Pictures
The Banshees of Inisherin,2022-09-05,Film4
The Banshees of Inisherin,2022-09-05,TSG Entertainment
Elvis,2022-05-25,Bazmark Films
Elvis,2022-05-25,The Jackal Group
The Fabelmans,2022-09-10,Amblin Entertainment
The Fabelmans,2022-09-10,Reliance Entertainment
Tár,2022-09-01,Standard Film Company
Tár,2022-09-01,EMJAG Productions
Top Gun: Maverick,2022-04-28,Paramount Pictures
Top Gun: Maverick,2022-04-28,Skydance
Top Gun: Maverick,2022-04-28,Don Simpson/Jerry Bruckheimer Films
Triangle of Sadness,2022-05-21,BBC Film
Triangle of Sadness,2022-05-21,BFI
Triangle of Sadness,2022-05-21,Imperative Entertainment
Triangle of Sadness,2022-05-21,Coproduction Office
Triangle of Sadness,2022-05-21,Plattform Produktion
Triangle of Sadness,2022-05-21,Film i Väst
Triangle of Sadness,2022-05-21,30West
Triangle of Sadness,2022-05-21,Essential Films
Triangle of Sadness,2022-05-21,Sveriges Television
Triangle of Sadness,2022-05-21,ZDF / Arte
Triangle of Sadness,2022-05-21,Arte France Cinéma
Triangle of Sadness,2022-05-21,TRT Sinema
Triangle of Sadness,2022-05-21,Svenska Filminstitutet
Triangle of Sadness,2022-05-21,Eurimages – Council of Europe
Triangle of Sadness,2022-05-21,Medienboard Berlin-Brandenburg
Triangle of Sadness,2022-05-21,The Danish Film Institute
Triangle of Sadness,2022-05-21,MOIN – Film Fund Hamburg Schelswig-Holstein
Triangle of Sadness,2022-05-21,Nordisk Film & TV Fond
Triangle of Sadness,2022-05-21,Arte France
Triangle of Sadness,2022-05-21,DR
Triangle of Sadness,2022-05-21,Canal+
Triangle of Sadness,2022-05-21,Ciné+
Triangle of Sadness,2022-05-21,Heretic
Triangle of Sadness,2022-05-21,Bord Cadre Films
Triangle of Sadness,2022-05-21,Sovereign Films
Triangle of Sadness,2022-05-21,Piano
Women Talking,2022-09-02,Orion Pictures
Women Talking,2022-09-02,Plan B Entertainment
Women Talking,2022-09-02,Hear/Say Productions
The Whale,2022-09-04,A24 Protozoa Pictures
Aftersun,2022-05-21,BBC Film
Aftersun,2022-05-21,Screen Scotland
Aftersun,2022-05-21,Tango
Aftersun,2022-05-21,BFI
Aftersun,2022-05-21,Pastel
Aftersun,2022-05-21,Unified Theory
Living,2022-01-21,Number 9 Films
Living,2022-01-21,Ingenious Media
Living,2022-01-21,Film4
Living,2022-01-21,BFI
Blonde,2022-09-08,Plan B Entertainment
To Leslie,2022-03-12,BlueWater Lane Productions
To Leslie,2022-03-12,Jason Shuman Productions
To Leslie,2022-03-12,Eduardo Cisneros Productions
To Leslie,2022-03-12,BCDF Pictures
To Leslie,2022-03-12,Clair de Lune Entertainment
To Leslie,2022-03-12,Baral Waley Productions
Causeway,2022-09-10,A24
Causeway,2022-09-10,Excellent Cadaver
Causeway,2022-09-10,IAC Films
Black Panther: Wakanda Forever,2022-10-26,Marvel Studios
Glass Onion:A Knives Out Mystery,2022-09-10,T-Street Productions
Guillermo del Toro's Pinocchio,2022-10-15,Netflix Animation
Guillermo del Toro's Pinocchio,2022-10-15,Double Dare You!
Guillermo del Toro's Pinocchio,2022-10-15,ShadowMachine
Guillermo del Toro's Pinocchio,2022-10-15,The Jim Henson Company
Guillermo del Toro's Pinocchio,2022-10-15,Taller del Chucho
Marcel the Shell with Shoes On,2021-09-03,Cinereach
Marcel the Shell with Shoes On,2021-09-03,You Want I Should
Marcel the Shell with Shoes On,2021-09-03,Human Woman
Marcel the Shell with Shoes On,2021-09-03,Sunbeam Television & Films
Marcel the Shell with Shoes On,2021-09-03,Chiodo Bros. Productions
Puss in Boots: The Last Wish,2022-11-25,DreamWorks Animation
The Sea Beast,2022-06-24,Netflix Animation
Turning Red,2022-03-01,Pixar Animation Studios
"Argentina, 1985",2022-09-03,Amazon Studios
"Argentina, 1985",2022-09-03,La Unión de los Ríos
"Argentina, 1985",2022-09-03,Kenya Films
"Argentina, 1985",2022-09-03,Infinity Hill
Close,2022-05-26,Menuet
Close,2022-05-26,Diaphana Films
Close,2022-05-26,Topkapi Films
Close,2022-05-26,Versus Production
EO,2022-05-19,Skopia Film
EO,2022-05-19,Alien Films
The Quiet Girl,2022-02-11,Inscéal
The Quiet Girl,2022-02-11,Fís Éireann / Screen Ireland
The Quiet Girl,2022-02-11,TG4
The Quiet Girl,2022-02-11,Broadcasting Authority of Ireland
Navalny,2022-01-25,CNN Films
Navalny,2022-01-25,Cottage M
Navalny,2022-01-25,Fishbowl Films
Navalny,2022-01-25,RaeFilm Studios
All That Breathes,2022-01-22,HBO Documentary Films
All That Breathes,2022-01-22,HHMI Tangled Bank Studios
All That Breathes,2022-01-22,Rise Films
All That Breathes,2022-01-22,Kiterabbit Films
All the Beauty and the Bloodshed,2022-09-03,Praxis Films
All the Beauty and the Bloodshed,2022-09-03,Participant
All the Beauty and the Bloodshed,2022-09-03,HBO Documentary Films
Fire of Love,2022-01-20,Sandbox Films
Fire of Love,2022-01-20,Intuitive Pictures
Fire of Love,2022-01-20,Cottage M
A House Made of Splinters,2022-01-26,Final Cut for Real
The Elephant Whisperers,2022-12-08,Sikhya Entertainment
Haulout,1999-09-19,Albireo Films
The Martha Mitchell Effect,2022-06-17,Foothill Productions
Stranger at the Gate,2022-09-14,Smartypants
An Irish Goodbye,2022-03-04,Floodlight Pictures
Le pupille,2022-05-27,Esperanto Filmoj Tempesta
Night Ride,1999-09-19,Cylinder Production
"The Boy, the Mole,the Fox and the Horse",2022-12-24,Apple Studios
"The Boy, the Mole,the Fox and the Horse",2022-12-24,Bad Robot Productions
"The Boy, the Mole,the Fox and the Horse",2022-12-24,NoneMore Productions
The Flying Sailor,2022-06-13,National Film Board of Canada
Ice Merchants,1999-09-19,Cola Wild Stream
My Year of Dicks,2022-03-13,Cat's Pajamas Wonder Killer FXP
An Ostrich Told Me the World Is Fake and I Think I Believe It,1999-09-19,Griffith Film School
Babylon,2022-11-14,Paramount Pictures
Babylon,2022-11-14,C2 Motion Picture Group
Babylon,2022-11-14,Marc Platt Studios
Babylon,2022-11-14,Wild Chickens Productions
Babylon,2022-11-14,Organism Pictures
RRR,2022-03-25,DVV Entertainment
Tell It Like a Woman,2022-10-07,Iervolino & Lady Bacardi Entertainment
Tell It Like a Woman,2022-10-07,We Do It Together
The Batman,2022-03-01,Warner Bros. Pictures
The Batman,2022-03-01,DC Films
The Batman,2022-03-01,6th & Idaho
The Batman,2022-03-01,Dylan Clark Productions
"Bardo, False Chronicle of a Handful of Truths",2022-09-01,M Producciones
"Bardo, False Chronicle of a Handful of Truths",2022-09-01,Redrum
Empire of Light,2022-09-03,TSG Entertainment
Empire of Light,2022-09-03,Neal Street Productions
Mrs. Harris Goes to Paris,2022-07-11,eOne Features
Mrs. Harris Goes to Paris,2022-07-11,Superbe Films
Mrs. Harris Goes to Paris,2022-07-11,Moonriver Content
Mrs. Harris Goes to Paris,2022-07-11,Hero Squared
Oppenheimer,2023-07-11,Universal Pictures
Oppenheimer,2023-07-11,Syncopy Inc.
Oppenheimer,2023-07-11,Atlas Entertainment
Oppenheimer,2023-07-11,Gadget Films
Oppenheimer,2023-07-11,Breakheart Films
Oppenheimer,2023-07-11,Peters Creek Entertainment
American Fiction,2023-09-08,MRC
American Fiction,2023-09-08,T-Street
American Fiction,2023-09-08,Almost Infinite
American Fiction,2023-09-08,3 Arts Entertainment
Anatomy of a Fall,2023-05-21,Les Films Pelléas
Anatomy of a Fall,2023-05-21,Les Films de Pierre
Barbie,2023-07-09,Heyday Films
Barbie,2023-07-09,LuckyChap Entertainment
Barbie,2023-07-09,NB/GG Pictures
Barbie,2023-07-09,Mattel Films
The Holdovers,2023-08-31,Miramax
The Holdovers,2023-08-31,Gran Via
Killers of the Flower Moon,2023-05-20,Apple Studios
Killers of the Flower Moon,2023-05-20,Imperative Entertainment
Killers of the Flower Moon,2023-05-20,Sikelia Productions
Killers of the Flower Moon,2023-05-20,Appian Way Productions
Maestro,2023-09-02,Lea Pictures
Maestro,2023-09-02,Sikelia Productions
Maestro,2023-09-02,Amblin Entertainment
Maestro,2023-09-02,Fred Berner Films
Past Lives,2023-01-21,CJ ENM
Past Lives,2023-01-21,Killer Films
Past Lives,2023-01-21,2AM
Poor Things,2023-09-01,Film4
Poor Things,2023-09-01,Element Pictures
Poor Things,2023-09-01,Fruit Tree
Poor Things,2023-09-01,Limp
The Zone of Interest,2023-05-19,Film4
The Zone of Interest,2023-05-19,JW Films
The Zone of Interest,2023-05-19,Extreme Emotions
Rustin,2023-08-31,Higher Ground
Rustin,2023-08-31,Bold Choices
Nyad,2023-09-01,Black Bear Pictures
Nyad,2023-09-01,Mad Chance Productions
The Color Purple,2023-11-20,Amblin Entertainment
The Color Purple,2023-11-20,OW Films
The Color Purple,2023-11-20,SGS Pictures
The Color Purple,2023-11-20,Quincy Jones Productions
May December,2023-05-20,Gloria Sanchez Productions
May December,2023-05-20,MountainA
May December,2023-05-20,Killer Films
May December,2023-05-20,Taylor & Dodge
May December,2023-05-20,Project Infinity
The Boy and the Heron,2023-07-14,Studio Ghibli
Elemental,2023-05-27,Pixar Animation Studios
