title,releaseDate,productionCompany
The Social Network,2010-09-24,Columbia Pictures
The Social Network,2010-09-24,Relativity Media
The Social Network,2010-09-24,Scott Rudin Productions
The Social Network,2010-09-24,Michael De Luca Productions
The Social Network,2010-09-24,Trigger Street Productions
127 Hours,2010-09-04,Pathé
127 Hours,2010-09-04,Everest Entertainment
127 Hours,2010-09-04,Dune Entertainment
127 Hours,2010-09-04,Film4 Productions
127 Hours,2010-09-04,HandMade Films
127 Hours,2010-09-04,Cloud Eight Films
Black Swan,2010-09-01,Cross Creek Pictures
Black Swan,2010-09-01,Protozoa Pictures
Black Swan,2010-09-01,Phoenix Pictures
Black Swan,2010-09-01,Dune Entertainment
The Fighter,2010-12-06,Relativity Media
The Fighter,2010-12-06,Mandeville Films
The Fighter,2010-12-06,The Weinstein Company
The Fighter,2010-12-06,Closest to the Hole Productions
The King's Speech,2010-09-06,UK Film Council
The King's Speech,2010-09-06,Momentum Pictures
The King's Speech,2010-09-06,Aegis Film Fund
The King's Speech,2010-09-06,"Molinare, London"
The King's Speech,2010-09-06,FilmNation Entertainment
The King's Speech,2010-09-06,See-Saw Films
The King's Speech,2010-09-06,Bedlam Productions
Inception,2010-07-08,Warner Bros. Pictures
Inception,2010-07-08,Legendary Pictures
Inception,2010-07-08,Syncopy
Alice in Wonderland,2010-02-25,Walt Disney Pictures
Alice in Wonderland,2010-02-25,Roth Films
Alice in Wonderland,2010-02-25,The Zanuck Company
Alice in Wonderland,2010-02-25,Team Todd
Harry Potterand the Deathly Hallows – Part 1,2010-11-11,Warner Bros. Pictures
Harry Potterand the Deathly Hallows – Part 1,2010-11-11,Heyday Films
Hereafter,2010-09-12,The Kennedy/Marshall Company Malpaso Productions Amblin Entertainment
Iron Man 2,2010-04-26,Marvel Studios
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
The Descendants,2011-09-10,Ad Hominem Enterprises
Extremely Loud & Incredibly Close,2011-12-25,Scott Rudin Productions
The Help,2011-07-30,DreamWorks Pictures Reliance Entertainment Participant Media Image Nation 1492 Pictures Harbinger Pictures
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Midnight in Paris,2011-05-11,Gravier Productions
Midnight in Paris,2011-05-11,Mediapro
Midnight in Paris,2011-05-11,Televisió de Catalunya (TV3)
Midnight in Paris,2011-05-11,Versátil Cinema
Moneyball,2011-09-09,Columbia Pictures
Moneyball,2011-09-09,Scott Rudin Productions
Moneyball,2011-09-09,Michael De Luca Productions
Moneyball,2011-09-09,Rachael Horovitz Productions
Moneyball,2011-09-09,Plan B Entertainment
The Tree of Life,2011-05-16,River Road Entertainment
The Tree of Life,2011-05-16,Plan B Entertainment
War Horse,2011-12-05,DreamWorks Pictures
War Horse,2011-12-05,Reliance Entertainment
War Horse,2011-12-05,Amblin Entertainment
War Horse,2011-12-05,The Kennedy/Marshall Company
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
The Descendants,2011-09-10,Ad Hominem Enterprises
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Midnight in Paris,2011-05-11,Gravier Productions
Midnight in Paris,2011-05-11,Mediapro
Midnight in Paris,2011-05-11,Televisió de Catalunya (TV3)
Midnight in Paris,2011-05-11,Versátil Cinema
The Tree of Life,2011-05-16,River Road Entertainment
The Tree of Life,2011-05-16,Plan B Entertainment
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
A Better Life,2011-06-24,Lime Orchard Productions
A Better Life,2011-06-24,Witt/Thomas Productions
The Descendants,2011-09-10,Ad Hominem Enterprises
Tinker Tailor Soldier Spy,2011-09-05,StudioCanal
Tinker Tailor Soldier Spy,2011-09-05,Karla Films
Tinker Tailor Soldier Spy,2011-09-05,Paradis Films
Tinker Tailor Soldier Spy,2011-09-05,Kinowelt Filmproduktion
Tinker Tailor Soldier Spy,2011-09-05,Working Title Films
Moneyball,2011-09-09,Columbia Pictures
Moneyball,2011-09-09,Scott Rudin Productions
Moneyball,2011-09-09,Michael De Luca Productions
Moneyball,2011-09-09,Rachael Horovitz Productions
Moneyball,2011-09-09,Plan B Entertainment
The Iron Lady,2011-12-26,Pathé
The Iron Lady,2011-12-26,Film4
The Iron Lady,2011-12-26,UK Film Council
The Iron Lady,2011-12-26,Canal+
The Iron Lady,2011-12-26,Ciné+
The Iron Lady,2011-12-26,DJ Films
Albert Nobbs,2011-09-02,Mockingbird Pictures Trillium Productions Parallel Film Productions Morrison Films WestEnd Films Chrysalis Films Allen & Associates Canal+ Bord Scannán na hÉireann/The Irish Film Board
The Help,2011-07-30,DreamWorks Pictures Reliance Entertainment Participant Media Image Nation 1492 Pictures Harbinger Pictures
The Girl with the Dragon Tattoo,2011-12-12,Columbia Pictures
The Girl with the Dragon Tattoo,2011-12-12,Metro-Goldwyn-Mayer Pictures
The Girl with the Dragon Tattoo,2011-12-12,Scott Rudin Productions
The Girl with the Dragon Tattoo,2011-12-12,Yellow Bird
My Week with Marilyn,2011-10-09,The Weinstein Company
My Week with Marilyn,2011-10-09,BBC Films
My Week with Marilyn,2011-10-09,Trademark Films
My Week with Marilyn,2011-10-09,LipSync Productions
Beginners,2010-09-11,Olympus Pictures
Beginners,2010-09-11,Parts & Labor
Beginners,2010-09-11,Northwood Productions
My Week with Marilyn,2011-10-09,The Weinstein Company
My Week with Marilyn,2011-10-09,BBC Films
My Week with Marilyn,2011-10-09,Trademark Films
My Week with Marilyn,2011-10-09,LipSync Productions
Moneyball,2011-09-09,Columbia Pictures
Moneyball,2011-09-09,Scott Rudin Productions
Moneyball,2011-09-09,Michael De Luca Productions
Moneyball,2011-09-09,Rachael Horovitz Productions
Moneyball,2011-09-09,Plan B Entertainment
Warrior,2011-09-09,Mimran Schur Pictures
Warrior,2011-09-09,Solaris Entertainment
Warrior,2011-09-09,Filmtribe
Extremely Loud & Incredibly Close,2011-12-25,Scott Rudin Productions
The Help,2011-07-30,DreamWorks Pictures Reliance Entertainment Participant Media Image Nation 1492 Pictures Harbinger Pictures
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
The Help,2011-07-30,DreamWorks Pictures Reliance Entertainment Participant Media Image Nation 1492 Pictures Harbinger Pictures
Bridesmaids,2011-04-28,Apatow Productions
Bridesmaids,2011-04-28,Relativity Media
Albert Nobbs,2011-09-02,Mockingbird Pictures Trillium Productions Parallel Film Productions Morrison Films WestEnd Films Chrysalis Films Allen & Associates Canal+ Bord Scannán na hÉireann/The Irish Film Board
Midnight in Paris,2011-05-11,Gravier Productions
Midnight in Paris,2011-05-11,Mediapro
Midnight in Paris,2011-05-11,Televisió de Catalunya (TV3)
Midnight in Paris,2011-05-11,Versátil Cinema
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
Bridesmaids,2011-04-28,Apatow Productions
Bridesmaids,2011-04-28,Relativity Media
Margin Call,2011-01-25,Myriad Pictures
Margin Call,2011-01-25,Benaroya Pictures
Margin Call,2011-01-25,Before the Door Pictures
Margin Call,2011-01-25,Washington Square Films
Margin Call,2011-01-25,Untitled Entertainment
Margin Call,2011-01-25,Sakonnet Capital Partners
The Descendants,2011-09-10,Ad Hominem Enterprises
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
The Ides of March,2011-08-31,Columbia Pictures
The Ides of March,2011-08-31,Cross Creek Pictures
The Ides of March,2011-08-31,Exclusive Media Group
The Ides of March,2011-08-31,Crystal Sky Entertainment
The Ides of March,2011-08-31,Smokehouse Pictures
The Ides of March,2011-08-31,Appian Way Productions
Moneyball,2011-09-09,Columbia Pictures
Moneyball,2011-09-09,Scott Rudin Productions
Moneyball,2011-09-09,Michael De Luca Productions
Moneyball,2011-09-09,Rachael Horovitz Productions
Moneyball,2011-09-09,Plan B Entertainment
Tinker Tailor Soldier Spy,2011-09-05,StudioCanal
Tinker Tailor Soldier Spy,2011-09-05,Karla Films
Tinker Tailor Soldier Spy,2011-09-05,Paradis Films
Tinker Tailor Soldier Spy,2011-09-05,Kinowelt Filmproduktion
Tinker Tailor Soldier Spy,2011-09-05,Working Title Films
Rango,2011-02-14,Nickelodeon Movies
Rango,2011-02-14,Blind Wink Productions
Rango,2011-02-14,GK Films
A Cat in Paris,2010-10-15,Folimage
A Cat in Paris,2010-10-15,Lunanime
A Cat in Paris,2010-10-15,Lumière
A Cat in Paris,2010-10-15,Digit Anima
A Cat in Paris,2010-10-15,France 3 Cinéma
A Cat in Paris,2010-10-15,Rhône-Alpes Cinéma
A Cat in Paris,2010-10-15,RTBF
Chico and Rita,2010-11-19,Fernando Trueba PC Estudio Mariscal Magic Light Pictures
Kung Fu Panda 2,2011-05-22,DreamWorks Animation
Puss in Boots,2011-10-16,DreamWorks Animation
Footnote,2011-05-14,United King Films  Movie Plus
In Darkness,2011-09-02,"Zebra Films, Schmidtz Katze Filmkollektiv, the Film Works"
Monsieur Lazhar,2011-08-08,micro_scope
Undefeated,2011-03-13,Zipper Bros Films Spitfire Pictures Five Smooth Stones Productions Level 22 Productions
Hell and Back Again,2011-10-05,Roast Beef Productions
Hell and Back Again,2011-10-05,Thought Engine Media Group
Saving Face,2012-03-08,HBO Documentary Films
The Tsunami and the Cherry Blossom,2011-09-12,Supply & Demand Integrated
Pentecost,2011-12-04,EMU Productions
Time Freak,2011-04-29,Team Toad
The Fantastic Flying Books of Mr. Morris Lessmore,2011-01-30,Moonbot Studios
La Luna,2011-06-06,Pixar Animation Studios
A Morning Stroll,2011-06-10,Studio AKA
Sunday,2011-02,National Film Board of Canada
Wild Life,2011-06,National Film Board of Canada
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
The Adventures of Tintin,2011-10-22,Paramount Pictures
The Adventures of Tintin,2011-10-22,Nickelodeon Movies
The Adventures of Tintin,2011-10-22,DreamWorks Pictures
The Adventures of Tintin,2011-10-22,Columbia Pictures
The Adventures of Tintin,2011-10-22,Amblin Entertainment
The Adventures of Tintin,2011-10-22,WingNut Films
The Adventures of Tintin,2011-10-22,The Kennedy/Marshall Company
The Adventures of Tintin,2011-10-22,Hemisphere Media Capital
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Tinker Tailor Soldier Spy,2011-09-05,StudioCanal
Tinker Tailor Soldier Spy,2011-09-05,Karla Films
Tinker Tailor Soldier Spy,2011-09-05,Paradis Films
Tinker Tailor Soldier Spy,2011-09-05,Kinowelt Filmproduktion
Tinker Tailor Soldier Spy,2011-09-05,Working Title Films
War Horse,2011-12-05,DreamWorks Pictures
War Horse,2011-12-05,Reliance Entertainment
War Horse,2011-12-05,Amblin Entertainment
War Horse,2011-12-05,The Kennedy/Marshall Company
The Muppets,2011-11-04,Walt Disney Pictures Mandeville Films
Rio,2011-03-22,Blue Sky Studios
Rio,2011-03-22,20th Century Fox Animation
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Drive,2011-05-20,Bold Films
Drive,2011-05-20,OddLot Entertainment
Drive,2011-05-20,Marc Platt Productions
Drive,2011-05-20,Motel Movies
The Girl with the Dragon Tattoo,2011-12-12,Columbia Pictures
The Girl with the Dragon Tattoo,2011-12-12,Metro-Goldwyn-Mayer Pictures
The Girl with the Dragon Tattoo,2011-12-12,Scott Rudin Productions
The Girl with the Dragon Tattoo,2011-12-12,Yellow Bird
Transformers: Dark of the Moon,2011-06-23,Paramount Pictures
Transformers: Dark of the Moon,2011-06-23,Hasbro Studios
Transformers: Dark of the Moon,2011-06-23,di Bonaventura Pictures
War Horse,2011-12-05,DreamWorks Pictures
War Horse,2011-12-05,Reliance Entertainment
War Horse,2011-12-05,Amblin Entertainment
War Horse,2011-12-05,The Kennedy/Marshall Company
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
The Girl with the Dragon Tattoo,2011-12-12,Columbia Pictures
The Girl with the Dragon Tattoo,2011-12-12,Metro-Goldwyn-Mayer Pictures
The Girl with the Dragon Tattoo,2011-12-12,Scott Rudin Productions
The Girl with the Dragon Tattoo,2011-12-12,Yellow Bird
Moneyball,2011-09-09,Columbia Pictures
Moneyball,2011-09-09,Scott Rudin Productions
Moneyball,2011-09-09,Michael De Luca Productions
Moneyball,2011-09-09,Rachael Horovitz Productions
Moneyball,2011-09-09,Plan B Entertainment
Transformers: Dark of the Moon,2011-06-23,Paramount Pictures
Transformers: Dark of the Moon,2011-06-23,Hasbro Studios
Transformers: Dark of the Moon,2011-06-23,di Bonaventura Pictures
War Horse,2011-12-05,DreamWorks Pictures
War Horse,2011-12-05,Reliance Entertainment
War Horse,2011-12-05,Amblin Entertainment
War Horse,2011-12-05,The Kennedy/Marshall Company
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Warner Bros. Pictures
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Heyday Films
Midnight in Paris,2011-05-11,Gravier Productions
Midnight in Paris,2011-05-11,Mediapro
Midnight in Paris,2011-05-11,Televisió de Catalunya (TV3)
Midnight in Paris,2011-05-11,Versátil Cinema
War Horse,2011-12-05,DreamWorks Pictures
War Horse,2011-12-05,Reliance Entertainment
War Horse,2011-12-05,Amblin Entertainment
War Horse,2011-12-05,The Kennedy/Marshall Company
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
The Girl with the Dragon Tattoo,2011-12-12,Columbia Pictures
The Girl with the Dragon Tattoo,2011-12-12,Metro-Goldwyn-Mayer Pictures
The Girl with the Dragon Tattoo,2011-12-12,Scott Rudin Productions
The Girl with the Dragon Tattoo,2011-12-12,Yellow Bird
The Tree of Life,2011-05-16,River Road Entertainment
The Tree of Life,2011-05-16,Plan B Entertainment
War Horse,2011-12-05,DreamWorks Pictures
War Horse,2011-12-05,Reliance Entertainment
War Horse,2011-12-05,Amblin Entertainment
War Horse,2011-12-05,The Kennedy/Marshall Company
The Iron Lady,2011-12-26,Pathé
The Iron Lady,2011-12-26,Film4
The Iron Lady,2011-12-26,UK Film Council
The Iron Lady,2011-12-26,Canal+
The Iron Lady,2011-12-26,Ciné+
The Iron Lady,2011-12-26,DJ Films
Albert Nobbs,2011-09-02,Mockingbird Pictures Trillium Productions Parallel Film Productions Morrison Films WestEnd Films Chrysalis Films Allen & Associates Canal+ Bord Scannán na hÉireann/The Irish Film Board
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Warner Bros. Pictures
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Heyday Films
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
Anonymous,2011-09-11,Columbia Pictures
Anonymous,2011-09-11,Anonymous Pictures
Anonymous,2011-09-11,Centropolis Entertainment
Anonymous,2011-09-11,Relativity Media
Anonymous,2011-09-11,Studio Babelsberg Motion Pictures
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Jane Eyre,2011-03-09,Focus Features BBC Films Ruby Films
W.E.,2011-09-01,Semtex Films IM Global
The Girl with the Dragon Tattoo,2011-12-12,Columbia Pictures
The Girl with the Dragon Tattoo,2011-12-12,Metro-Goldwyn-Mayer Pictures
The Girl with the Dragon Tattoo,2011-12-12,Scott Rudin Productions
The Girl with the Dragon Tattoo,2011-12-12,Yellow Bird
The Artist,2011-05-15,La Petite Reine
The Artist,2011-05-15,Studio 37
The Artist,2011-05-15,La Classe Américaine
The Artist,2011-05-15,JD Prod
The Artist,2011-05-15,France 3 Cinéma
The Artist,2011-05-15,Jouror Productions
The Artist,2011-05-15,uFilm
The Descendants,2011-09-10,Ad Hominem Enterprises
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Moneyball,2011-09-09,Columbia Pictures
Moneyball,2011-09-09,Scott Rudin Productions
Moneyball,2011-09-09,Michael De Luca Productions
Moneyball,2011-09-09,Rachael Horovitz Productions
Moneyball,2011-09-09,Plan B Entertainment
Hugo,2011-10-10,Infinitum Nihil
Hugo,2011-10-10,GK Films
Harry Potterand the Deathly Hallows – Part 2,2011-07-07,Warner Bros. Pictures
