title,releasedate,budget,boxOffice,runtime,movieLanguage
The Empire Strikes Back,1980-05-06,$30.5 million,$538–549 million,124,English
Tess,1979-10-31,$12 million ( est. ),$20.1 million,172,English
Fame,1980-05-12,$8.5 million,$42 million,133,English
9 to 5,1980-12-19,$10 million,$103.3 million,110,English
Honeysuckle Rose,1980-07-18,$11 million,$17.8 million,119,English
Fame,1980-05-12,$8.5 million,$42 million,133,English
The Competition,1980-12-03,$10.1 million,$14.3 million,126,English
The Empire Strikes Back,1980-05-06,$30.5 million,$538–549 million,124,English
Altered States,1980-12-25,$15.0 million,$19.9 million,103,English
Coal Miner's Daughter,1980-03-07,$15 million (equivalent to $46.6 million in 2023),$67.18 million,124,English
Fame,1980-05-12,$8.5 million,$42 million,133,English
Raging Bull,1980-11-14,$18 million,$23.4 million,129,English
Tess,1979-10-31,$12 million ( est. ),$20.1 million,172,English
The Elephant Man,1980-10-03,$5 million,$26 million,123,English
My Brilliant Career,1979-08-17,"AU$890,000","AU$3,052,000  $2.5 million",100,English
Somewhere in Time,1980-10-03,$4 million,$9.7 million,103,English
When Time Ran Out...,1980-03-28,$20 million,$3.8 million,121,English
Tess,1979-10-31,$12 million ( est. ),$20.1 million,172,English
Coal Miner's Daughter,1980-03-07,$15 million (equivalent to $46.6 million in 2023),$67.18 million,124,English
The Elephant Man,1980-10-03,$5 million,$26 million,123,English
The Empire Strikes Back,1980-05-06,$30.5 million,$538–549 million,124,English
Kagemusha,1980-04-26,¥ 2.3 billion ( $ 11 million ) or $7.5 million or $6 million,$33 million,180,Japanese
Tess,1979-10-31,$12 million ( est. ),$20.1 million,172,English
The Blue Lagoon,1980-06-20,$4.5 million,$58.8 million,105,English
Coal Miner's Daughter,1980-03-07,$15 million (equivalent to $46.6 million in 2023),$67.18 million,124,English
The Formula,1980-12-19,$13.2 million,$8.9 million,117,English
Raging Bull,1980-11-14,$18 million,$23.4 million,129,English
Raging Bull,1980-11-14,$18 million,$23.4 million,129,English
Coal Miner's Daughter,1980-03-07,$15 million (equivalent to $46.6 million in 2023),$67.18 million,124,English
The Competition,1980-12-03,$10.1 million,$14.3 million,126,English
The Elephant Man,1980-10-03,$5 million,$26 million,123,English
Fame,1980-05-12,$8.5 million,$42 million,133,English
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
Atlantic City,1980-09-03,$7.2 million,$12.7 million,104,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Atlantic City,1980-09-03,$7.2 million,$12.7 million,104,English
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Atlantic City,1980-09-03,$7.2 million,$12.7 million,104,English
Arthur,1981-07-17,$7 million,$95.5 million,97,English
Absence of Malice,1981-12-18,,$40.7 million,116,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Only When I Laugh,1981-09-23,,"$25,524,778",120,English
Atlantic City,1980-09-03,$7.2 million,$12.7 million,104,English
The French Lieutenant's Woman,1981-09-18,$8 million,$26.9 million,127,English
Arthur,1981-07-17,$7 million,$95.5 million,97,English
Only When I Laugh,1981-09-23,,"$25,524,778",120,English
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Absence of Malice,1981-12-18,,$40.7 million,116,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Only When I Laugh,1981-09-23,,"$25,524,778",120,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
Absence of Malice,1981-12-18,,$40.7 million,116,English
Arthur,1981-07-17,$7 million,$95.5 million,97,English
Atlantic City,1980-09-03,$7.2 million,$12.7 million,104,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
The French Lieutenant's Woman,1981-09-18,$8 million,$26.9 million,127,English
Pennies from Heaven,1981-12-11,$22 million,$9.1 million,108,English
Prince of the City,1981-08-21,$8.6 million,$8 million,167,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Mephisto,1981-02-11,,,144,German
The Boat Is Full,1981-2,,,101,German
Man of Iron,1981-07-27,,"$492,035",153,Polish
Muddy River,1981-01-30,,,105,Japanese
Three Brothers,1981-05-15,,,113,Italian
Genocide,1981,,,90,English
Brooklyn Bridge,1981-11-08,,,58,English
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1981,,,60,English
El Salvador: Another Vietnam,1981,,,53,English
Close Harmony,1981,,,30,English
Americas in Transition,1981,,,,English
Journey for Survival,1981,,,15,English
See What I Say,1981,,,,English
Urge to Build,1981,,,,English
Violet,1981,,,31,English
First Winter,1981,,,26,English
Crac,1981,,,15,English
The Tender Tale ofCinderella Penguin,1981,,,10,
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
Dragonslayer,1981-06-26,$18 million,$14.1 million,109,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
Arthur,1981-07-17,$7 million,$95.5 million,97,English
Endless Love,1981-07-17,$9.7 million,$32.4 million,116,English
The Great Muppet Caper,1981-06-26,$14 million,$31.2 million,97,English
For Your Eyes Only,1981-06-24,$28 million,$195.3 million,127,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Outland,1981-05-22,$14 million (estimated),$17–20 million,109,English
Pennies from Heaven,1981-12-11,$22 million,$9.1 million,108,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
An American Werewolf in London,1981-08-21,$5.8 million,$62 million,97,English
Heartbeeps,1981-12-18,$12 million,"$2,154,696",78,English
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
The French Lieutenant's Woman,1981-09-18,$8 million,$26.9 million,127,English
Pennies from Heaven,1981-12-11,$22 million,$9.1 million,108,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
The French Lieutenant's Woman,1981-09-18,$8 million,$26.9 million,127,English
Heaven's Gate,1980-11-19,$44 million,$3.5 million,,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Excalibur,1981-04-10,$11 million,$35 million,141,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Ragtime,1981-11-20,$28.3–32 million,$21.2 million,155,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
Chariots of Fire,1981-03-30,"$5.5 million (£3 million) or £4,032,859",$59 million,124,English
The French Lieutenant's Woman,1981-09-18,$8 million,$26.9 million,127,English
On Golden Pond,1981-12-04,$15 million,$119.3 million,109,English
Reds,1981-12-04,$32 million,$40.4 million,195,English
Raiders of the Lost Ark,1981-06-12,$20 million,$389.9 million,115,English
Dragonslayer,1981-06-26,$18 million,$14.1 million,109,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
The Big Chill,1983-09-28,$8 million,$56.4 million,105,English
The Dresser,1983-12-06,£1.4 million,$5.3 million,118,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Tender Mercies,1983-03-04,$4.5 million,$8.4 million,92,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
The Dresser,1983-12-06,£1.4 million,$5.3 million,118,English
Fanny and Alexander,1982-12-17,US$ 6 million,US$6.7 million,312,Swedish
Silkwood,1983-12-14,$10 million,$35.6 million,131,English
Tender Mercies,1983-03-04,$4.5 million,$8.4 million,92,English
Tender Mercies,1983-03-04,$4.5 million,$8.4 million,92,English
Educating Rita,1983-05-03,£4 million,$14.6 million,110,English
"Reuben, Reuben",1983-12-19,$3.5 million,,101,English
The Dresser,1983-12-06,£1.4 million,$5.3 million,118,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
Testament,1983-11-04,,$2 million,90,English
Silkwood,1983-12-14,$10 million,$35.6 million,131,English
Educating Rita,1983-05-03,£4 million,$14.6 million,110,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
To Be or Not to Be,1983-12-16,$9 million,$13 million,107,"English,"
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Cross Creek,1983-5,$8 million,,127,English
The Year of Living Dangerously,1982-12-16,A$ 6 million,A$2.9 million US$ 10.3 million,114,English
Silkwood,1983-12-14,$10 million,$35.6 million,131,English
The Big Chill,1983-09-28,$8 million,$56.4 million,105,English
Yentl,1983-11-18,$12 million,$68.7 million,134,English
Cross Creek,1983-5,$8 million,,127,English
Tender Mercies,1983-03-04,$4.5 million,$8.4 million,92,English
The Big Chill,1983-09-28,$8 million,$56.4 million,105,English
Fanny and Alexander,1982-12-17,US$ 6 million,US$6.7 million,312,Swedish
Silkwood,1983-12-14,$10 million,$35.6 million,131,English
WarGames,1983-05-07,$12 million,$124.6 million,114,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
Betrayal,1983-02-19,,,95,English
The Dresser,1983-12-06,£1.4 million,$5.3 million,118,English
Educating Rita,1983-05-03,£4 million,$14.6 million,110,English
"Reuben, Reuben",1983-12-19,$3.5 million,,101,English
Fanny and Alexander,1982-12-17,US$ 6 million,US$6.7 million,312,Swedish
Le Bal,1983-12-21,,,110,No
Carmen,1983-05-06,,$3.1 million,102,Spanish
Entre Nous,1983-04-06,,,110,French
He Makes Me Feel Like Dancin',1983-11,,,60,English
Children of Darkness,1983,,,57,English
First Contact,1983-12-07,,,58,English
The Profession of Arms,1983,,,57,English
Seeing Red,1983,,,100,English
Flamenco at 5:15,1983,"$142,457",,29,English
In the Nuclear Shadow: What Can the Children Tell Us?,1983,,,25,English
Sewing Woman,1982-10,,,14,English
Spaces: The Architecture of Paul Rudolph,1983,,,29,English
Boys and Girls,1983,,,22,English
Sundae in New York,1983,,,4,English
Mickey's Christmas Carol,1983-12-16,,,26,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Cross Creek,1983-5,$8 million,,127,English
Return of the Jedi,1983-05-25,$32.5–42.7 million,$482 million,132,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
Under Fire,1983-10-21,$9.5 million,"$5,696,391",128,English
Yentl,1983-11-18,$12 million,$68.7 million,134,English
The Sting II,1983-02-18,,"$6,347,072",102,English
Trading Places,1983-06-08,$15 million,$120.6 million,116,English
Flashdance,1983-04-15,$7 million,$201.5 million,97,English
Flashdance,1983-04-15,$7 million,$201.5 million,97,English
Tender Mercies,1983-03-04,$4.5 million,$8.4 million,92,English
Yentl,1983-11-18,$12 million,$68.7 million,134,English
Yentl,1983-11-18,$12 million,$68.7 million,134,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Never Cry Wolf,1983-10-07,$11 million,$29.6 million,105,English
Return of the Jedi,1983-05-25,$32.5–42.7 million,$482 million,132,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
WarGames,1983-05-07,$12 million,$124.6 million,114,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Return of the Jedi,1983-05-25,$32.5–42.7 million,$482 million,132,English
Fanny and Alexander,1982-12-17,US$ 6 million,US$6.7 million,312,Swedish
Return of the Jedi,1983-05-25,$32.5–42.7 million,$482 million,132,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
Yentl,1983-11-18,$12 million,$68.7 million,134,English
Fanny and Alexander,1982-12-17,US$ 6 million,US$6.7 million,312,Swedish
Cross Creek,1983-5,$8 million,,127,English
Heart Like a Wheel,1983-04-01,$7.5 million,"$272,278",113,English
The Return of Martin Guerre,1982-05-14,,,122,French
Zelig,1983-07-15,,$11.8 million,79,English
Fanny and Alexander,1982-12-17,US$ 6 million,US$6.7 million,312,Swedish
Flashdance,1983-04-15,$7 million,$201.5 million,97,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
WarGames,1983-05-07,$12 million,$124.6 million,114,English
Zelig,1983-07-15,,$11.8 million,79,English
The Right Stuff,1983-10-16,$27 million,$21.1 million,192,English
Blue Thunder,1983-02-05,$22 million,approx. $42.3 million,109,
Flashdance,1983-04-15,$7 million,$201.5 million,97,English
Silkwood,1983-12-14,$10 million,$35.6 million,131,English
Terms of Endearment,1983-11-23,$8 million,$165 million,132,English
Amadeus,1984-09-06,$18 million,$90 million,161,English
The Killing Fields,1984-11-02,$14.4 million,$34.7 million,141,English
A Passage to India,1984-12-14,£ 17 million or $ 14.5 million,$40 million,163,English
Places in the Heart,1984-09-21,$9.5 million,$34.9 million,111,English
A Soldier's Story,1984-09-14,$6 million,"$21,821,347",101,English
Amadeus,1984-09-06,$18 million,$90 million,161,English
Broadway Danny Rose,1984-01-27,$8 million,"$10,600,497",84,English
The Killing Fields,1984-11-02,$14.4 million,$34.7 million,141,English
A Passage to India,1984-12-14,£ 17 million or $ 14.5 million,$40 million,163,English
Places in the Heart,1984-09-21,$9.5 million,$34.9 million,111,English
Amadeus,1984-09-06,$18 million,$90 million,161,English
Starman,1984-12-14,$24 million,$28.7 million,115,English
Under the Volcano,1984-05-18,,"$2,556,800",112,English
The Killing Fields,1984-11-02,$14.4 million,$34.7 million,141,English
Places in the Heart,1984-09-21,$9.5 million,$34.9 million,111,English
A Passage to India,1984-12-14,£ 17 million or $ 14.5 million,$40 million,163,English
Country,1984-09-28,$10 million,$9.64 million,110,English
The Bostonians,1984-08-02,,"$1,009,700",122,English
The River,1984-12-19,$18 million,$11.5 million,123,English
The Killing Fields,1984-11-02,$14.4 million,$34.7 million,141,English
A Soldier's Story,1984-09-14,$6 million,"$21,821,347",101,English
Places in the Heart,1984-09-21,$9.5 million,$34.9 million,111,English
The Karate Kid,1984-06-22,$8 million,$130.8 million,127,English
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984-03-30,$30 million or $27 million,$45.9 million,130,English
A Passage to India,1984-12-14,£ 17 million or $ 14.5 million,$40 million,163,English
The Natural,1984-05-11,$28 million,$48 million,138,English
Places in the Heart,1984-09-21,$9.5 million,$34.9 million,111,English
Swing Shift,1984-04-13,$15 million,$6.6 million,100,English
The Pope of Greenwich Village,1984-06-22,$8 million,$6.8 million,121,English
Places in the Heart,1984-09-21,$9.5 million,$34.9 million,111,English
Beverly Hills Cop,1984-12-01,$13 million,$316.3 million,105,English
Broadway Danny Rose,1984-01-27,$8 million,"$10,600,497",84,English
El Norte,1983-11-10,"$800,000",,139,English
Splash,1984-03-09,$11 million,$69.8 million,111,English
Amadeus,1984-09-06,$18 million,$90 million,161,English
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984-03-30,$30 million or $27 million,$45.9 million,130,English
The Killing Fields,1984-11-02,$14.4 million,$34.7 million,141,English
